,IRIS,LIBCOM,TYP_IRIS,P16_POP0014,P16_POP1529,P16_POP3044,P16_POP4559,P16_POP6074,P16_POP75P,C16_POP15P_CS1,C16_POP15P_CS2,C16_POP15P_CS3,C16_POP15P_CS4,C16_POP15P_CS5,C16_POP15P_CS6,C16_POP15P_CS7,C16_POP15P_CS8
34451,680660702,Colmar,H,780.3279752311109,620.1732323115682,732.0843061402812,385.2125228488268,426.4223181207996,208.71631958018517,3.45593114283909,54.43393680927191,45.49892219819673,158.62316056757982,459.62917826843926,526.5564667929406,560.3873279358364,564.0237752865572
34452,680660801,Colmar,H,688.0132379245928,554.4101033122146,544.44439403864,276.4622777137286,240.91180500036404,86.9703480016208,0.0,28.88059548367988,12.698617355917555,60.61527682400653,275.6359215756504,464.8250478887969,271.1398285038494,589.4036404346674
34453,680660802,Colmar,H,785.4993681105286,675.5174336734443,665.0380894000891,753.1242502289663,478.53341130975485,93.50179885926494,3.31797708813995,44.49303249222451,108.32332122418524,319.938669116046,553.3693046733314,589.3646877010298,447.7763579037032,599.1316332728594
34454,680660803,Colmar,H,472.2814244234412,438.484557806251,448.5801326941961,338.92218634280914,284.25261424860565,149.48125553101283,0.0,48.36730404546465,47.81993806748229,141.535164566215,206.9711398331353,380.7382076239522,369.113751096867,478.3587264572642
34455,680660804,Colmar,H,519.5931512865446,574.1789989664031,428.8727938705964,412.1073310397448,265.76621768958734,128.28158127519688,1.11461676188425,32.33585996298447,12.32718148656599,61.41977278860902,400.8696440135376,456.2772088321187,315.61024772786664,527.1857247848677
34456,680660805,Colmar,H,628.9905565937543,473.3657163743988,490.06013881855046,343.6893054023045,252.23308336706177,195.39491884381758,0.0,26.60271036610849,20.95785242602361,99.67771625627564,334.0315050821037,433.7588989391239,425.8963738692277,413.81810586727016
34457,680660901,Colmar,H,344.95974504648115,394.9434127449871,440.0609816283453,429.532477945991,407.3533248917754,211.37603050454663,3.19068070428043,49.98861201961422,220.46331320985908,271.60931738649543,291.03195536538936,266.2351188880612,531.3309495927136,249.41628054923203
34458,680660902,Colmar,H,401.0215997089081,437.6217277615413,425.82101218134375,582.2181638607332,417.46942137162745,375.45870778222206,0.0,45.18250720782267,216.4538584758434,233.3154491233288,372.2641203868772,295.14314891083814,741.7900625249816,331.43988659425173
34502,681120101,Guebwiller,H,357.8822982326952,319.49824826729986,372.0141811751847,440.46594167339,358.0321883407425,129.7739959138113,0.0,37.73269961029657,42.712749773515,158.29866283496025,270.7951773302383,379.2071941527199,390.86131524463127,339.17677920683184
34503,681120102,Guebwiller,H,318.0782199283708,371.4321619217861,376.4448250242662,356.2875011721038,270.0576494621324,222.6771935916738,2.41162298925784,42.821801646181314,78.51910704025815,251.905545103845,255.44300349724807,276.9542107986853,452.95877395850505,227.885448400099
34504,681120103,Guebwiller,H,379.7749467612775,401.5772994821765,385.8065923680812,650.0729573393658,387.6068910258812,360.46655785628553,0.0,48.75558655989586,153.78391694281976,289.0060799257144,330.25706856262804,347.1632871106138,694.4068150225756,322.15754394754265
34505,681120104,Guebwiller,H,394.2673907086457,341.1160005728251,330.139819777453,524.060547475026,384.7514210058269,239.72844497318584,5.3064857664763,65.7141822963931,168.2087739936149,284.9513726034973,253.1919285642829,233.45000670890403,561.5821086095689,251.3912841305208
34506,681120105,Guebwiller,H,352.9195110392183,488.51182565265225,430.352957109909,417.6984631593361,399.4258462432,301.07812274619437,0.0,35.92338532178478,85.85163685537654,258.60967644825456,372.2278721653826,385.0393722501765,649.8019540481315,253.61322669112656
34538,681450101,Horbourg-Wihr,H,427.8736044765406,452.92926599994166,541.5877606212068,531.9509677275911,603.2996129905782,355.1736945107272,0.0,77.09434314892624,154.18868629785248,467.3844553403653,356.56133706378387,313.19576904251284,872.6754246256847,246.1019972895068
34539,681450102,Horbourg-Wihr,H,532.4238797805868,447.6564801669984,602.4086894016775,658.3384660348795,481.839644680789,198.51793360848507,14.45518934042367,48.36585371923109,197.5542543191235,477.0212482339811,443.2924731063259,337.2877512765523,554.1155913829074,338.0153082811611
34543,681490101,Huningue,H,821.7302438081974,617.0901647328227,1023.1075058383929,821.3241492168733,675.435416288841,342.61333566328807,0.0,45.49978789138887,282.5929178967851,499.4664175884956,671.0053644889631,671.4426207208776,786.1245881006838,500.26878859018274
34544,681490102,Huningue,H,592.0103199895968,447.5781167809526,622.2903426054071,609.7369031343071,455.65824208151776,184.4252598598139,0.0,85.957262728986,237.38123718511508,272.41316355755464,378.6688316268505,404.0008339446077,554.3781128214724,409.4440977949128
34549,681540101,Illzach,H,336.8579295232752,303.73984923659435,264.37277734513947,258.43223986764565,199.1201276195497,134.34836854716434,0.0,27.31435098446757,22.33865807322498,111.55754026550484,186.85640017185733,238.44517023485568,268.5414364400407,304.95980644614235
34550,681540102,Illzach,H,363.45620135764415,228.3470496111645,316.08773984547605,287.47088660428875,297.14650008907944,135.40191748465185,0.0,15.25279996065885,38.28747850214088,164.79443378903508,214.40659828163675,260.48810897944634,361.5875736954437,209.63710042629896
34551,681540103,Illzach,H,614.1607699677637,559.5578199192137,605.1067840364127,521.0107788597824,395.6604220311672,191.16997170205136,0.0,38.35820043612018,72.8579337936558,261.4022980390231,449.6741954500139,536.1826239573753,505.1617365933532,408.8687882790857
34552,681540104,Illzach,H,577.3602392024762,418.3845852816926,418.771919380231,280.13549894585657,260.6985465916512,75.89616809711032,0.0,41.27712040466888,21.08418792109493,149.93572302221713,230.2594377925828,331.4457250997213,302.1448219800017,375.73964065672646
34553,681540105,Illzach,H,408.1886743232391,384.281283363658,492.6664271128535,548.4692244320519,411.5878793900162,366.0522195472005,7.81457068638642,56.66884386657053,80.9907664459329,347.1649726852222,340.3839373350992,349.8370427665555,698.762592153885,328.4345228744771
34554,681540106,Illzach,H,336.4807671906517,266.0337755985664,278.0336969101339,387.0106623116848,421.6993187275153,215.54219969906984,5.18756611596572,35.71730941484709,82.7811161448503,257.42671193327965,210.51113997024112,168.64666257734723,557.7514178930808,250.29772919735845
34555,681540107,Illzach,H,412.8870045990976,372.9206641910919,382.648540042844,384.8006241377794,306.6842510674047,126.31769620805528,0.0,42.98358728322335,105.10115365483688,296.8337505165781,270.6584667394155,222.95135677980275,380.1593811401677,253.6840488233868
34566,681660101,Kingersheim,H,33.27456040280654,24.36172312910696,18.10290522693968,26.42536315926096,38.98829951540618,5.94989286758611,0.0,9.05934085884697,0.0,12.23526523528222,13.06998317097317,9.44310149689904,42.24769779406092,27.77279534223757
34567,681660102,Kingersheim,H,449.7646172304218,424.2157938920381,484.5154661257847,575.7129732516644,461.4544185061238,215.14614734763038,5.29161985609026,46.15620985072412,107.85136446626318,318.38314003899814,410.2887814939888,366.05971119681,584.1793644402287,322.8346077801381
34568,681660103,Kingersheim,H,428.43013766900185,354.1439807694638,400.08475527774544,498.4682206838039,433.5700395251935,302.4443730308458,0.0,57.58479962816279,101.94261977182568,292.62289967435584,294.95186451432727,317.6407562898416,641.5792795595622,282.38914984897696
34569,681660104,Kingersheim,H,385.3860368450812,426.7567046234708,323.87005837874125,458.6179399359343,451.8135246418493,137.1901522254466,2.75761383902178,33.442468943837426,79.83211229375772,290.8658353913938,275.8757262907943,334.77149635053246,478.5837944898049,302.1193322062999
34570,681660105,Kingersheim,H,588.5528889711366,503.66671236129616,620.150233850444,780.6236234089189,497.9610977473777,167.04722383830494,0.0,57.46953250727818,183.91225384917635,389.0004139912341,504.6172221434288,478.9725391605962,606.4211760936774,349.0557534609506
34571,681660106,Kingersheim,H,403.501718684012,484.3841530336138,480.8883486912357,488.74434916602274,533.1967541490836,243.5948118372023,0.0,49.90077740257564,115.25202441888858,321.1371410531416,364.63526685562977,370.79542786978686,689.2716825757328,319.8160967014029
34600,681950101,Lutterbach,H,596.4813640661084,576.7672533649987,648.9362090787711,771.9808435469063,567.9546612540273,346.65639744093176,0.0,84.79357680986278,160.235713960256,484.9339186923767,548.0970719520476,388.2097458042714,794.3237665714045,415.5576713266012
34601,681950102,Lutterbach,H,404.3086031454195,502.1642290873789,494.4429752109002,653.2352267862497,519.0623923011191,278.0098447171845,5.06168379242151,34.88100707121537,160.8627823811769,314.8988766224011,425.08306577665087,364.346476909885,707.6470076446961,421.500964317248
34628,682240101,Mulhouse,H,416.2306891761812,817.5364139182573,600.686225176999,449.9066481034858,281.1354133818507,186.57715905072132,0.0,97.82889767737755,239.29247889354892,353.591597822848,461.2726153968532,259.7962118566384,391.5954681823445,533.4645863225107
34629,682240102,Mulhouse,H,365.8965921089363,499.941469169464,565.5072037848595,487.0566950754382,339.21171692759395,280.3895922306315,0.0,100.17078644335848,296.3204033980522,317.784073670206,301.4844239707461,236.1706657639635,541.9674134171943,373.20892792042935
34630,682240201,Mulhouse,H,502.3018623059154,635.9205971324469,518.2952402197491,418.7229190780965,237.7600974461865,120.54143685121736,0.0,48.09459424171476,185.1789601432459,227.29163663589551,303.7512010685716,295.8046472204587,302.45538815152315,568.6638632662869
34631,682240202,Mulhouse,H,549.1334545835008,871.4614730725634,628.7080237160071,465.1534701468288,291.73516359657015,135.96421665462515,0.0,35.182324966319534,112.83836602868702,320.4576160830196,489.4175950056469,421.803102127494,335.9424588507109,677.3808841247167
34632,682240301,Mulhouse,H,340.9039628018113,471.03658212504143,368.9907059317505,278.8552660994085,199.63789625812933,259.9411093723164,0.0,22.183119002589045,92.05643794789988,156.8086621610622,213.55309772974903,236.80764967997132,398.7145103724745,459.33807941370753
34633,682240302,Mulhouse,H,731.0678239512015,611.8410264739783,495.4850903796446,520.3830457225769,301.73037775941094,99.7674435081499,0.0,63.16368208723052,96.79705506005496,159.46738105386913,293.3221480611707,388.6686343876903,275.2063387516044,752.5817444421408
34634,682240401,Mulhouse,H,408.62988907746114,420.8403674071278,482.3629871184957,439.4135803389588,375.5925115872421,170.2589691559309,0.0,36.89177648602135,83.7619025034228,198.17372684296149,291.38875842922903,389.9726492817534,451.3517558462637,435.927849697296
34635,682240402,Mulhouse,H,512.7773157553528,629.7307544482198,745.3826245248553,517.2354137348145,456.976450383545,386.0268726786296,0.0,55.97299130624255,190.98953191467191,293.7246024599863,416.819720398676,443.2830100227927,686.2914844484899,649.2707717400125
34636,682240403,Mulhouse,H,440.509368003664,450.9920065434692,462.0641865164104,403.7265291746328,342.3155688184007,244.56757259031335,0.0,70.98537167380506,185.9273357330728,246.1733074711365,304.69329488791453,245.30428009977504,484.02064842921686,366.56162534830565
34637,682240501,Mulhouse,H,607.8202356764456,615.007250580871,594.9842685764908,535.1303575720725,286.8346126742647,124.30688844122504,0.0,27.35585160122726,37.83137041453659,152.8875210424872,410.3112135136627,523.996076226269,327.7744884499037,670.8963388045613
34638,682240502,Mulhouse,H,624.690666051762,598.4881685328285,596.6432135337886,488.4140895705858,306.61552379278174,221.3448767879622,0.0,25.22737638517725,128.96055351595925,304.3915333848421,439.9432100290102,435.7779606515384,469.98748467413,405.21776053567487
34639,682240601,Mulhouse,H,566.8337069500768,538.0161934263265,567.1463511931413,471.57112566348417,303.40975045017893,99.17567863912092,0.0,36.34384023993648,87.10520719336128,273.45444959133,410.9393278938623,407.992997204094,373.4531410205923,393.03012579149777
34640,682240602,Mulhouse,H,161.8660064526468,316.25486749657443,395.3702182050961,317.42575299694295,247.36732704936705,162.72038926027898,0.0,34.58790253967325,184.2583182023752,246.6264761875384,224.62349239056624,177.7029919924764,341.8254669295114,229.5139067661187
34641,682240603,Mulhouse,H,435.00893616022114,590.5317452890062,554.3002095990804,359.71225791412866,288.91789346677183,192.0115811444487,0.0,41.56202851842785,191.71850397155583,319.80434354198906,362.4317744684623,311.5484718048046,403.9613047037816,353.44726388360715
34642,682240701,Mulhouse,H,494.5388586514062,412.8072810272731,628.1284013361657,613.5292184524463,511.0683139228219,320.53237847680214,0.0,74.93515060580697,596.7354591797789,390.78435250722646,249.20102318361,198.55162582598973,652.4985685592628,322.3594168330268
34643,682240703,Mulhouse,H,291.87934208420893,313.1483326023302,314.9726106602467,390.4813558645425,591.3841495309949,470.6290851407328,0.0,58.45683227313205,429.10689024816776,251.8505798526785,136.21274184449575,53.60062522173451,898.9769997196947,254.41085768055865
34644,682240704,Mulhouse,H,393.87433771712585,454.7367133987696,482.5901714957986,541.5512019064932,379.822346213628,257.2990114040732,3.03074910154905,46.59438968765258,305.5522946909651,321.75557706699647,370.5840214499955,224.8022638497315,524.1817234765342,320.4984216161459
34645,682240801,Mulhouse,H,515.0824203023536,573.5557858362706,540.8138341944193,617.844658908233,570.9374100744919,343.1364484350799,0.0,47.84497643416188,215.62850203017615,354.7729805732312,354.0288201969957,323.9710622504882,819.176596133056,530.8651998303856
34646,682240802,Mulhouse,H,336.2928936516852,309.4552549473953,339.06296420361764,299.68511282765445,224.96501844969245,213.14230313381714,2.90728427140685,29.8427435333354,52.95659127118365,156.9923138854,229.2428042563652,258.5357562716832,385.23230940204365,270.60085067075903
34647,682240901,Mulhouse,H,414.6504416401221,404.599943077847,357.2465557778575,351.01792831263634,271.4712515243685,184.3019630796423,0.0,11.426386572764589,24.72156727777148,125.9792527412168,275.08240110347776,348.9636472658487,374.0273112956484,408.437075515624
34648,682240902,Mulhouse,H,634.2144451125455,457.5601733751304,359.7950155378324,345.6047530926707,199.0873500598353,134.6916093532031,0.0,40.89696540910067,6.25021446100671,72.95663287788143,223.9945270596495,351.3476809977305,235.3773896865483,565.9154909267547
34649,682240903,Mulhouse,H,919.51626736125,679.894563713384,583.3601855752327,476.4093053912394,280.19092603092747,167.8556918601605,0.0,31.17660720872829,12.52552474756823,111.19852550154424,294.23955853497864,528.5725134851301,336.0839358490868,876.91399680633
34650,682240904,Mulhouse,H,467.1760770064431,260.774755140476,254.99366165379692,242.2812576577679,153.9132425759849,29.911786297522152,0.0,20.022923893376834,9.270581170808144,31.74195752178535,130.62515947058057,218.68122258520847,147.60557035785848,383.92728832593
34651,682241001,Mulhouse,H,537.9408914726986,391.8083145942229,586.6935239071094,558.9769339804103,469.1695153591573,375.2167059106573,0.0,126.99889909020186,211.8734973550647,278.0745500571344,340.3356462130312,375.81651656104697,698.4796591252331,348.28623230823
