,IRIS,LIBCOM,TYP_IRIS,P16_POP0014,P16_POP1529,P16_POP3044,P16_POP4559,P16_POP6074,P16_POP75P,C16_POP15P_CS1,C16_POP15P_CS2,C16_POP15P_CS3,C16_POP15P_CS4,C16_POP15P_CS5,C16_POP15P_CS6,C16_POP15P_CS7,C16_POP15P_CS8
48779,954880103,Pierrelaye,H,378.28057389223017,463.0462244007833,384.4916687447833,602.4850524788811,325.6073688378879,125.01070677800489,0.0,88.96534475782772,197.6142897081935,318.2682694607242,284.88985628251305,204.87284976758312,429.8246652026544,421.3084931904869
48785,954910102,Le Plessis-Bouchard,H,722.0,705.0,696.0,771.0,312.0,169.0,0.0,70.0,410.0,610.0,435.0,215.0,525.0,395.0
48786,954910103,Le Plessis-Bouchard,H,423.0,363.0,542.0,385.0,338.0,232.0,0.0,60.0,245.0,390.0,295.0,160.0,520.0,225.0
48787,954910104,Le Plessis-Bouchard,H,429.0,354.0,422.0,555.0,466.0,265.0,0.0,110.0,335.0,380.0,275.0,70.0,590.0,265.0
48791,955000103,Pontoise,H,637.9933436806099,514.2052611589381,626.8115597686949,682.4579415609888,461.847668560974,124.84695555471039,5.81801032434116,90.40564734877688,516.3780052828181,545.0240146343742,292.4272304835956,116.43854412012632,479.7977805078761,364.8801657146039
48792,955000201,Pontoise,H,728.1141233042462,1249.784986100481,1304.591158897398,730.3757203979737,438.9972389761437,204.82316432817095,8.15977555819506,107.86018894517753,704.6634830029195,909.8625429262196,704.9018971816384,381.4674012234745,495.442634366406,618.2143691205495
48794,955000304,Pontoise,H,541.961698007606,663.0180296348236,684.2740321918909,619.0069281304708,381.1034600788173,106.88166374388094,1.00001181220595,69.09111915068345,445.0263589735076,510.08487299280574,407.7450212983476,198.61491470555688,381.88803781507096,441.83378884391146
48795,955000401,Pontoise,H,623.6583143348447,665.0339134673653,643.6861996590947,554.5192801500641,425.1127485132541,121.8056570892375,0.0,34.88447755748156,275.0232925519624,397.6764021552429,525.814764472698,257.758405204178,448.1974130740781,470.8030438633747
48796,955000501,Pontoise,H,884.4922058074347,771.1732892470241,673.6036454355846,565.6990180623084,271.49290255809285,99.42589284988198,0.0,44.81373542856768,56.92310502006188,231.5424819999228,494.5403626653297,408.1435336622876,281.2882555905361,860.1432265373622
48797,955000601,Pontoise,H,314.71408504663594,407.8302535248168,346.8780737921048,453.22166331139766,333.5937821117241,123.5961082166593,0.0,63.22323384036833,229.8838998515779,362.8953722057103,195.50739600898623,104.27296147190184,373.2666118074948,336.07040577066334
48798,955000701,Pontoise,H,1050.8209582458878,928.4629497128208,1026.8770700941586,664.9767341841342,496.3012586076202,283.3366721256277,0.0,58.79395603845868,291.404378493635,496.6028297917359,780.9359209564776,451.4895954552431,633.6286039909436,685.0993763734557
48799,955000801,Pontoise,H,938.0987809851772,618.8683486016945,760.9590660669784,673.7984202898276,442.4022167773678,242.05981749204994,0.0,58.961875728452405,261.9439114438902,387.0219419572537,617.1309123288773,348.3115591021388,607.839029651061,453.878603579627
48800,955000901,Pontoise,H,410.0693918570551,431.239703240761,377.02698213106623,368.9199398764616,356.999012797807,374.3012184287893,0.0,34.75962950860742,115.68808665878682,198.16629255346064,407.2466134750754,170.73565971970356,663.2017018236381,321.688908172231
48808,955390101,Saint-Brice-sous-Forêt,H,593.3257357434444,550.6814058704186,548.8919290089949,685.8573822270373,396.8287938011576,204.12757927555865,3.03641388208826,88.35955056839488,271.5336210495075,407.989147164118,480.7122016615456,247.77589674553496,490.9415423151412,397.0386866330352
48809,955390102,Saint-Brice-sous-Forêt,H,745.0116650430389,749.6479578579871,812.1933274781185,600.9071021835274,327.2584229129023,277.56620894726245,0.0,114.42901149381328,377.7868440424661,589.1060307241247,580.2467839889896,223.1703982012067,526.9038214720787,355.93012945711865
48811,955390104,Saint-Brice-sous-Forêt,H,602.0474128619421,426.0539520591364,470.65881888899895,435.8027349267616,305.8601288097029,31.24801216360987,0.0,74.89793267085028,303.9054141062579,368.71607777591953,266.8048846331268,72.10085847889783,266.93542543004594,316.2630537531115
48812,955390105,Saint-Brice-sous-Forêt,H,490.8778501628389,357.32221640358824,461.854316915858,285.4957849081966,297.2783959290301,90.86527242086242,0.0,34.01618898309666,252.8097042305122,315.8929336382846,270.8979934464187,83.68195815438094,347.8674278422089,187.64978028263337
48813,955390106,Saint-Brice-sous-Forêt,H,484.0560002758143,345.637101451356,463.7216589276149,370.3307456896856,219.45692968602347,83.80073720406395,0.0,27.292272561152647,143.57851657671011,305.719774383548,373.69551079714006,147.95084795992736,241.2640885639421,243.44616211632368
48814,955390107,Saint-Brice-sous-Forêt,H,549.9880785224444,452.482145358736,333.4832910207992,407.40234833630313,178.66975594411792,84.00554783185238,0.0,96.91848823772249,108.3327645284751,208.04460638570643,325.0469261530821,145.8599670901148,199.42635247226832,372.4139836244393
48818,955550101,Saint-Gratien,H,347.82158040027446,452.79376144051423,418.9049791668239,494.1025954369947,344.3436428524836,212.49029327108985,0.0,79.31721392737732,405.7534328164934,329.1396003082537,199.22276279826616,98.8114094065835,466.9386575004215,334.4523505425999
48819,955550102,Saint-Gratien,H,493.32029913382434,586.7672988436145,633.7184407222395,643.2570397718622,385.4017104423527,368.47137192658477,0.0,94.12765468221414,311.1997884338712,500.612412673359,385.224726383666,250.81595886271532,637.463144966415,438.17217570441295
48820,955550103,Saint-Gratien,H,457.0928467640678,380.9319073608085,440.2995600684831,484.1166697765424,530.4495953704212,232.4125498779972,0.0,94.16571248483802,388.26473774775735,382.8386385198063,234.3220790625908,90.62382671502816,596.2082829288506,281.78700499538127
48821,955550104,Saint-Gratien,H,685.7579769989486,625.3940594300618,518.7237610850392,612.5861788383337,355.8514180392392,208.86455262179157,0.0,27.46005430437761,132.1632584511883,326.3506907853542,592.8196172208854,328.80935166508544,406.8325982292432,506.9843993583312
48822,955550105,Saint-Gratien,H,592.4413057970859,479.3577928602277,689.354459096878,584.7339738358908,361.7168903572229,204.90653539090613,2.83751208276587,77.17351271069516,454.8599397238171,448.2669667250722,390.41090249319177,151.25220216949631,469.8434680442363,325.42514759185065
48823,955550106,Saint-Gratien,H,642.7358171891952,500.2184349839074,626.2307272849839,509.331881764458,331.44146082188456,153.63906940490773,0.0,39.23993796185617,159.3533017052738,311.6689546453384,487.8306695429232,315.4037102386768,395.6892078451579,411.6757923209154
48824,955550107,Saint-Gratien,H,432.472087349122,301.9804745068536,351.03538184061347,296.80808803025457,227.870911715847,147.9968735441746,0.0,45.85580825420854,139.67859316589755,242.5593370573241,273.1590036602459,100.22473860837653,335.5201108877609,188.6941380039297
48825,955550108,Saint-Gratien,H,458.1579567581882,389.9363707572712,525.3217335691161,420.1054601519209,410.6008400400841,271.73138330860814,0.0,44.87369715938374,171.57122833025232,350.02420918784617,385.6479983024191,155.06559598907472,602.15690996364,308.35614889438443
48827,955630102,Saint-Leu-la-Forêt,H,449.9847868127479,401.8006082999015,457.4977058849369,526.1868299334792,422.7394455320506,201.71768083788498,0.0,75.32198618980527,389.9577485561773,358.9709374639944,260.666604337259,80.46322083259548,493.2799237140657,352.2818599430255
48828,955630103,Saint-Leu-la-Forêt,H,503.0925304944403,538.6846135926439,587.8338631172945,512.5500431378741,287.911152765503,315.0736884018208,0.0,80.39573937824277,429.74775340049536,408.6455052930242,320.80264073014644,201.61508513164787,519.2708678948679,281.5757691867123
48829,955630104,Saint-Leu-la-Forêt,H,548.7099286116842,590.4587833538537,510.6738911616365,881.317995912848,537.7620470072449,285.02039448931043,0.0,103.72727770402788,454.35395407963387,547.174939559094,425.12346727617967,172.52232229862005,718.7113822964926,383.6197687108453
48830,955630105,Saint-Leu-la-Forêt,H,369.2976311047859,298.8089699179139,351.2514256728016,371.0535579873568,287.2079413050826,69.0153312711339,0.0,29.05060327050613,230.8962285703863,268.1107008149571,188.8161303492665,123.70266391747587,304.6343148262132,232.12658440548367
48831,955630106,Saint-Leu-la-Forêt,H,753.6514233660005,629.0608172754424,627.4443386683245,675.8624655360383,358.60221728099486,147.30259688589956,2.68879341318711,47.49178230008403,259.34127370709126,480.75325459909305,524.9236064296263,288.6622887386731,401.9111228548145,432.5003136041304
48832,955630107,Saint-Leu-la-Forêt,H,391.8243535033658,325.82974411744243,359.58372386620044,497.0622123711712,381.6924845138264,143.43277600906652,0.0,60.07311040296156,308.1749278886672,338.26165713822024,196.6982925603062,80.7383404793093,488.0111490781137,230.64341058678303
48834,955720101,Saint-Ouen-l'Aumône,H,555.800940775928,336.6768224731607,382.5461311300165,365.9608715211224,155.66136693119788,45.99747054347884,0.0,12.508101730395216,65.45675857536817,173.83857945340782,314.8373907471218,266.83426721076,138.72394795213975,314.64361692978355
48835,955720102,Saint-Ouen-l'Aumône,H,639.6451743504234,535.6111726981671,600.7337189272198,414.1703322447503,278.7869527518006,183.99900743549176,0.0,50.67419919062054,143.036049005972,286.1065849749985,383.82301828311125,338.9838660931992,428.9732962721624,381.7041702373656
48836,955720103,Saint-Ouen-l'Aumône,H,1135.9411393448709,1111.668851270481,1235.142861400361,1059.0448431753086,609.9126265388232,304.51988339573717,0.0,66.61285192470208,503.455392191962,915.3464918346702,875.7374314633628,500.79665042816725,673.7411343292138,782.2181852989536
48837,955720104,Saint-Ouen-l'Aumône,H,277.63281376614583,250.7642606968321,279.5912963936265,216.09658920724732,183.7577237585621,66.47819714556954,0.0,23.5667051842135,47.97072566295831,208.99040167979192,237.33621810265703,132.53287068294136,194.12281317149507,152.16833271778046
48838,955720105,Saint-Ouen-l'Aumône,H,525.4365603868739,429.5493932375306,453.1470478525319,398.9532653930015,327.49759809231057,109.37820091911715,0.0,2.2074381809036,69.97100646662813,193.2076084036056,372.7492417056002,343.66049923488515,341.90707124429576,394.8226402585733
48839,955720106,Saint-Ouen-l'Aumône,H,587.5625810423168,471.4953149730711,543.549957125383,517.2304382963221,359.0208673306318,94.4984072990623,9.00120777979218,65.55358460392968,262.5973787732178,414.2146731609656,364.4001739296914,194.69350914160069,384.8103466055751,287.296870929942
48841,955720112,Saint-Ouen-l'Aumône,H,859.7754790420826,1016.2553911981448,1109.0830973533705,887.6074741613952,578.6402916911628,152.15580020815767,0.980660400381398,70.66791665084709,468.9121435650472,845.8445102332308,735.5347482978736,448.6490530036936,614.1256190080676,550.8793376821883
48846,955740102,Saint-Prix,H,327.0,378.0,341.0,489.0,328.0,156.0,0.0,100.0,360.0,310.0,165.0,50.0,435.0,300.0
48847,955740103,Saint-Prix,H,396.0,417.0,355.0,657.0,424.0,167.0,0.0,130.0,420.0,335.0,235.0,85.0,490.0,310.0
48848,955740104,Saint-Prix,H,480.0,522.0,460.0,617.0,441.0,233.0,0.0,125.0,175.0,445.0,370.0,195.0,560.0,400.0
48850,955820101,Sannois,H,803.745959183327,623.5977394676113,669.6491016229686,715.8446256647908,367.3297907451491,81.6669013367616,0.0,42.58490228058655,107.27937133478429,374.6033104253124,639.4372623128246,485.2702144257807,281.28685764034054,528.6411483315349
48851,955820102,Sannois,H,400.61697106192827,394.0910570533284,368.4278884334505,558.0893813863385,302.6914635217116,125.36751399584819,0.0,53.03621331731102,173.6243718405007,283.4307800973986,401.6362029078553,169.91985290485547,369.1462369345681,299.7750557000273
48852,955820103,Sannois,H,375.377446365425,385.104710122782,481.8637240173179,440.93625095312575,315.9388880462112,196.78107554614718,0.0,31.17243459127208,214.42241093717573,378.541228081541,362.0533972467268,164.45831276602487,414.97850226245816,251.87331127379312
48853,955820104,Sannois,H,626.4690818380882,506.9954870778919,627.6047131534638,635.4352711355865,412.4916845578624,190.970060694431,0.0,66.22268391476833,443.1484074919159,414.390860077941,341.65785732847525,188.5374944603027,505.2614949205974,414.2784184252351
48854,955820105,Sannois,H,426.1111053469096,370.5189414233806,369.9124397286048,507.3600496216621,265.9381704224266,177.01410671061615,0.0,48.49683141605751,301.2345508691622,260.6804862804749,219.29022930304785,172.5089677432096,389.0413918987913,299.49125039594685
48855,955820106,Sannois,H,550.3316649712292,621.5278208629123,726.6135786244871,706.1384695223982,378.3967364165557,284.4396873789734,0.0,91.21497889405242,532.4631398151421,556.8145170882794,472.8364255769167,186.6888985460155,561.7314743418926,315.36685854302794
48856,955820107,Sannois,H,429.8747379110857,435.5966975936821,457.6360224311113,565.948194869642,342.85327465018054,200.65036638170386,0.0,58.11171218146478,297.55899027838507,313.6261973134095,344.18090097632034,186.22711812907468,454.2910255028053,348.68861154486
48857,955820108,Sannois,H,732.7521585385184,486.95302901189694,702.1884655262819,510.77861795080327,248.64523392938852,97.91004374209459,0.0,53.784807230128,240.06567608275824,430.7855405473052,473.4520835626675,214.90505953021653,286.92927997629016,347.57050386853035
48858,955820109,Sannois,H,501.8621870358892,475.991244644727,574.7819310519627,453.0867393879089,261.21543667159784,229.00012333087295,0.0,34.82955908979482,250.09648338363388,295.14043987220595,443.6000490208712,236.1837760910912,433.7103161367138,300.5148514927586
48859,955820110,Sannois,H,710.9904068026524,512.94140201815,700.7550505271048,512.1600279418375,226.33642063707453,174.70262940213223,0.0,60.30078985357543,244.7323710695864,473.7719459155503,455.52514458321065,253.3014784276687,347.47906613174337,291.7847345449641
48862,955850102,Sarcelles,H,801.9051667079837,562.5172293382053,468.6866509415953,506.3714605297146,266.8920368678355,72.30480648403716,0.0,47.49236414390229,47.76180458656779,184.5050621221431,383.8205427753279,325.0347364058745,246.81943605020385,641.3382380773684
48863,955850103,Sarcelles,H,551.178968389662,422.4815911815298,409.97877666350985,346.2480132594924,217.82974716776687,82.30382898651776,0.0,30.85781388139964,28.52377512433854,166.25133112193814,375.94372113683465,197.1536748190489,231.160804278242,448.9508368970149
48864,955850104,Sarcelles,H,494.5146303469431,410.4721363107005,394.709774511807,325.5416164638144,153.73120401402687,46.093055117613716,0.0,13.40718652571686,43.57200374204748,123.1078865853737,381.0243112371437,196.16059055380504,156.8473786901423,416.4284290837333
48865,955850105,Sarcelles,H,420.4920364503809,455.1061275513735,294.8897741257461,350.2749116215279,135.91843466063065,78.62193316065324,0.0,16.08420123752935,28.01419767602247,104.18839850496371,350.6273499524218,242.91844486274664,174.43922774437183,398.5393611418756
48866,955850106,Sarcelles,H,529.707764141908,409.52607879669137,328.8588469953637,385.0033051014188,216.64492025340417,67.3757498456806,0.0,16.22122322491428,37.6450645370574,118.63041701498656,400.81846187230553,228.5532367043151,184.270504491588,421.2699931473917
48867,955850107,Sarcelles,H,464.5227234088603,731.7783350119416,327.2029729280249,409.0883883158761,244.74507347483748,85.44504299871973,0.0,14.72492949175751,2.88394913022768,132.57985404859903,469.2163128841861,300.7851603543783,242.35281477327945,635.7167920469724
48868,955850108,Sarcelles,H,365.3289655288416,349.7023414730214,300.6747813422617,247.75888304652003,141.88805133717182,115.8363023632947,0.0,32.16755153373978,33.13610957430384,104.2543569323066,252.0907588058477,187.1679347626971,178.4710532743152,368.5725946790595
48869,955850109,Sarcelles,H,491.1021196783447,394.3008640698724,320.7666577654358,369.9225936665704,210.01434527507115,81.15651611375543,0.0,14.58568493572028,32.23266470514474,118.32771559405836,406.8741761820326,195.82653657814183,222.01607595923977,386.2981229363676
48870,955850110,Sarcelles,H,639.1755888800977,464.3940424413421,438.0311239435794,369.2700473129951,196.34211625534277,57.17935341660419,0.0,17.87700907511519,46.32731123474556,190.0599680321401,401.1337098512937,258.3915456673316,167.0837443865525,444.34339512268485
48871,955850111,Sarcelles,H,481.515977218994,453.5104295258727,431.78197785029374,330.57329274326185,162.19471130009634,75.19338758246263,2.81542444706974,43.08072022924919,25.63611477653732,105.6869053801732,396.515693706934,287.0202774208086,170.96898346214897,421.5296795790662
48872,955850112,Sarcelles,H,378.5348065683174,434.1785657070032,276.1993545194501,378.04258500766,240.3419128173552,66.54887682126821,0.0,44.16422442021629,93.11059961521538,189.74781658433275,301.0949030097572,174.42457429721827,239.88067737907292,352.8884995669239
48873,955850113,Sarcelles,H,505.0554722166953,430.0817819766066,375.425255213501,394.5635243127347,201.76913100348835,87.16236959990624,0.0,46.64776213692907,47.04523837506747,232.1132414044883,377.71216021543466,229.58821083155152,256.0551309769135,299.84031816585247
48874,955850114,Sarcelles,H,489.99486017332543,478.7338364619551,517.8215612745014,483.93381021243806,306.68529707587425,210.51987768948683,0.0,65.40051466390148,145.3985424550461,325.2692214591778,449.5172823895298,226.94187411342824,448.6823387287908,336.4846089043814
48875,955850115,Sarcelles,H,1272.576760499545,1364.9408333373972,1152.9778821399948,1022.999491295532,376.86521657788967,323.3407032743645,0.0,146.31926987126565,229.3746146159458,769.4585214277522,912.9112571606734,552.4787357987368,571.0133755049993,1057.5683498325168
48876,955850116,Sarcelles,H,750.7220563496758,556.399742941742,613.0251361407383,559.840901307255,375.150537670965,173.45307805458967,0.0,99.728207393123,238.3626907519821,328.10189885087937,296.8685703531855,268.24721760932505,444.930866112756,601.629945044039
48877,955850117,Sarcelles,H,759.9935164157768,681.2029218339213,534.4111947072927,539.0679152921888,334.4858131047356,134.4422977351082,0.0,59.62463227127179,170.4153784293239,321.6244287537702,468.30070612929023,306.23629659873404,332.9936680806695,564.4150324101869
48878,955850118,Sarcelles,H,647.2088672116646,518.693711670284,492.08383224998994,414.6536619439332,319.61891075880044,77.1251977771534,0.0,45.72993514484483,84.49419150845118,176.1967629178192,469.06648315245104,311.16052295932906,289.257082398699,446.2703363185666
48879,955850119,Sarcelles,H,811.6931676621176,625.8853704309718,549.0062801368648,451.5462230138697,295.05386538676845,119.5586587342073,0.0,49.35315030518161,50.91351536837159,228.87316765626716,509.1315210094776,360.7353681001566,292.0282095412907,550.0154657219367
48880,955850120,Sarcelles,H,739.7579602487972,613.6252346534723,513.8428453648656,458.574721554379,312.9526915670525,97.76497433806182,0.0,36.79539824116403,47.76163710445966,173.97357273575895,560.8420361960893,346.2193286792911,274.2742619130113,556.8942326080569
48881,955850121,Sarcelles,H,579.9334910985322,514.0919966081786,383.0151152828633,350.6198006155156,151.27007574180357,57.67281243377884,0.0,40.48133151276684,28.3849277958247,179.21510868655733,351.57351220879315,211.72741809321252,146.1386878978033,499.1488144871821
48882,955850122,Sarcelles,H,572.5806329354408,420.1492027826574,419.5151835687853,327.1022949238622,185.56776319014443,104.69793141622084,0.0,48.45561991021784,69.97824795035255,157.8985711073932,358.4330899565575,185.99792835944703,220.5376643515108,415.73125424619127
48883,955850123,Sarcelles,H,496.32907806104646,382.817334597085,322.3845999535747,281.4012257084204,249.94386478676992,205.00088144049505,0.0,48.26979757235928,83.51373725305021,186.06117267376445,243.36978765459065,141.56289456765958,378.2968328359238,362.4736863422863
48884,955850124,Sarcelles,H,349.9993038658816,419.12049805062327,326.3294564880036,305.0666554377683,249.87763905713547,132.25939956498897,0.0,37.72958666534026,45.81202566588944,184.5851712988099,272.91422872752173,144.6787207768128,290.5539123245903,456.3800031395551
48885,955850125,Sarcelles,H,727.1638811976961,690.0288746328742,484.4758621235171,497.09383968857736,378.9827245217799,256.370458847726,0.0,105.5420839608839,130.37863295642572,354.945527869614,402.4780941726336,183.32190524121137,493.1816512590925,637.1038643546135
48888,955980101,Soisy-sous-Montmorency,H,762.4351957076241,695.8248911205307,691.1112751092628,918.0536615891856,581.2903177877693,278.69044745314056,0.0,149.24505151323152,623.8084852190626,560.4213036935683,353.8105581783668,198.941356383546,712.2431072041272,569.5007782256974
48889,955980102,Soisy-sous-Montmorency,H,932.8873377698508,641.861955370372,747.7405339819098,680.7679038384358,402.6315085907375,121.61155164230436,0.0,62.113345468603,174.25833668075728,436.2664408540511,695.5939810657826,313.03147506170245,365.99078950366896,547.3590847891942
48890,955980103,Soisy-sous-Montmorency,H,296.972504635971,356.8452853545695,386.9084594991716,427.9486624023515,336.0695283139702,436.4622973797101,0.0,52.300672598529566,245.46158944076768,313.08131726108945,268.21382768393613,144.87802579423806,714.1055203276627,216.19343770258595
48891,955980104,Soisy-sous-Montmorency,H,364.19146431691325,397.1012401157644,376.9227815746428,508.17136015542127,407.9341864848669,234.37425259824658,0.0,52.05909549865345,350.8021491578501,362.7469962307536,226.3741519344593,92.48666155763638,546.4197201840386,293.6150463655505
48892,955980105,Soisy-sous-Montmorency,H,454.1884161315825,403.010199348028,541.5214066693536,389.2971167546577,310.9823070891936,173.23399694180577,0.0,75.74983629129801,312.62552758106864,325.08093090615097,321.27193066256024,156.9550173101103,373.83151329169857,252.53027076015195
48893,955980106,Soisy-sous-Montmorency,H,471.24573917425,353.35727792448114,478.1710956591377,313.2230095518079,210.13282167381027,109.5494320767738,0.0,32.83166437413418,90.01904864248866,219.4797028108115,399.1441976124202,250.08460803508592,268.77519237364766,204.09922303742255
48894,955980107,Soisy-sous-Montmorency,H,332.3764557830227,316.98047638767486,345.6776378786533,359.6643015647963,282.2976149370349,216.28209166121422,0.0,72.79276501062247,317.59230052360186,252.3840832069349,185.7136179988936,98.44474877664496,411.685210309833,182.28939660284277
48897,956070102,Taverny,H,426.8650863179888,394.0091636743793,586.7782608646327,417.2484419260604,362.7696995169661,259.9208149892188,0.0,23.07723210401421,284.1527055831894,414.6075032828922,327.985807399486,168.78448884975444,574.7375076766876,222.94387006997732
48898,956070103,Taverny,H,257.9765843271306,283.31631210849883,251.4946991916028,355.8224449131246,163.58387432806913,40.30200864279117,0.0,32.26370628822229,169.44384224556651,274.6708606596528,205.7815051305409,106.01923554296488,175.65721628936643,130.6829730277728
48899,956070104,Taverny,H,717.507329371265,539.7976399797263,694.7771661533593,458.4723122249313,218.54315772438187,126.09694727327974,0.0,42.56474344100747,220.93725227942213,526.8661312923094,438.3043611258185,209.39491709465636,301.7680027451442,297.8518153773205
48900,956070105,Taverny,H,600.4087173300351,461.5735353949135,579.4167608045163,589.8113932068633,384.62177123715,309.02914426987445,12.88236329542556,57.69264015199742,231.5204767357393,408.89366645683646,470.1835508153831,203.5121964608569,600.6725462585129,339.0951647385661
48901,956070106,Taverny,H,268.3112617054929,266.06980948350053,310.1444632323752,385.4633522720839,335.96345111687083,245.61240809323698,0.0,34.50879297154123,217.9376946271844,262.02161107263885,236.59474309904405,90.16239183510484,535.0552277608726,166.97302283168145
48902,956070107,Taverny,H,586.7946434208252,340.5576828751585,398.4675067317953,339.2406302557057,196.29804221933253,80.3796331225204,0.0,43.21680284839296,101.55305663995064,238.43232725946396,268.7594664920811,155.9335107085338,232.41828856272184,314.6300426933681
48903,956070108,Taverny,H,543.9466787172782,423.081364941346,518.6379415181192,532.9675461787606,400.48442663234334,90.95626482468745,0.0,36.83972488586927,206.61714202238988,479.1368486593186,353.02104572358434,147.75663488704254,437.4105984048975,305.3455495121544
48905,956070110,Taverny,H,595.148783744034,462.5572060679424,486.2286103438497,543.5931050084414,371.24211476527705,119.58595026145795,0.0,64.2745620002022,169.17684379733868,337.6509137690851,453.6395175856827,261.46998540118864,421.3520268973189,291.64301021353685
48906,956070111,Taverny,H,506.78214771094986,358.2525299682408,409.6436170664593,373.2660249866792,248.11987798546727,127.8757234034438,0.0,29.87972294531756,105.01157783659052,231.9022453965512,289.08888700729347,206.4995799405699,342.20515409333666,312.57060619063094
48907,956070112,Taverny,H,296.0748101571185,264.2830162532563,281.32341425180425,357.5483682228869,363.279378984822,192.92020776765676,0.0,36.81533105698559,247.42113535977612,257.7278886162693,206.656875711984,67.21988577693729,481.3887052308913,162.1245637275825
48908,956070113,Taverny,H,838.2118880238976,691.8999355955051,847.053238975168,700.940833972982,550.3691120331686,388.3732566028676,0.0,114.77517964705098,460.91381549235285,562.9129662804368,478.0983116438354,268.69513224785936,842.1045055338075,440.1365534973963
48916,956370101,Vauréal,H,997.7179600424672,914.8140492728191,917.068039515385,958.4879289612704,451.41435052511815,78.83681603053587,0.0,61.43495036865423,608.0481496482054,742.9294629343993,606.8714078514764,249.36230673567,392.4022365356411,659.5726702310822
48917,956370102,Vauréal,H,571.5031489613913,541.294369362664,601.4895368040317,551.4117232535776,351.80682338872725,21.20616261833644,0.0,55.14418500927104,306.07674419062033,441.0346895037832,404.56077648937605,172.65379738472922,273.71185726730624,414.0265655822509
48918,956370103,Vauréal,H,438.6682839389358,308.213225468375,340.36767622834844,386.2319222045123,214.53454524651335,12.54982681743288,0.0,35.42505076320129,183.9231364931537,316.1308016108028,242.40757224045188,127.06184817625376,203.4295725302438,153.5192141510748
48919,956370104,Vauréal,H,739.0650344108409,737.3598730983614,708.9469090705345,748.6623702668423,445.7562844310735,33.73547750213263,0.0,48.09604497681108,389.8920093907085,641.5059930103768,475.1731860630642,248.78162591583967,403.693134324285,467.3189206878591
48920,956370105,Vauréal,H,834.7374377206547,774.5092965134594,672.8762576489577,606.5812452915516,296.3308002005466,19.44597682749837,0.0,44.62582858239651,205.1578315971668,449.29551766508393,557.0234705029321,350.4699129158393,256.84698037799694,506.324034840598
48921,956370106,Vauréal,H,164.70432647551823,185.9198601073219,163.67698691678788,269.6230321748828,138.0769556182482,60.37548708434511,3.13651866962801,17.98763099308379,162.99510337536438,182.62468086002232,93.38189936869344,61.75820613060702,169.25979240917536,134.52868084953403
48932,956800102,Villiers-le-Bel,H,695.6937163411386,554.4336390609166,587.0917405796515,440.943629978252,349.97627689764977,178.1341607666924,0.0,79.15060301089332,90.6594355182896,282.627518618586,354.1123286252871,342.463612303355,425.7021422758806,535.8638069308705
48933,956800103,Villiers-le-Bel,H,376.7244008684482,278.6976564289724,342.06856156597223,212.8679986101391,198.0401073329444,47.67925317119093,0.0,8.58784380005969,35.30505177205527,113.55828147160388,260.13004605783374,183.49804773639133,195.2132333345727,283.0610729367025
48934,956800104,Villiers-le-Bel,H,408.798417513026,360.1317368350752,407.88780662922926,348.5195098217097,252.55354035886387,103.76840246717559,0.0,30.292961613405364,38.44444242046757,146.50082412415358,376.6767089131359,270.47399046593085,272.7538491094631,337.71821946549727
48935,956800105,Villiers-le-Bel,H,436.5435485259153,368.1502471028346,373.9255659169759,360.3522190088621,190.56025123331983,427.33756441730765,0.0,21.28375693632758,102.3829994089134,228.2747770056696,260.857259282826,209.0409887468576,532.5954365913562,372.8907227221314
48937,956800107,Villiers-le-Bel,H,701.4210042114628,350.1382360288271,501.25276510009417,330.4659681093069,204.5166167278285,91.1070039521987,0.0,22.88940332304879,22.89987910455811,192.0955300241709,348.72448374790304,288.6501320528257,195.2485573317153,396.9308691012285
48938,956800108,Villiers-le-Bel,H,932.8571568017084,638.2971986096225,744.9494658915929,483.8355696349768,311.9227281886495,109.08131738112787,2.86606159007551,40.58311398608822,85.73733565929889,272.5622273249296,560.567052190612,376.1562602214185,324.1428012157652,625.4714275177818
48939,956800109,Villiers-le-Bel,H,594.3113231762851,537.1667901336452,500.8018683951523,458.2450788038194,347.4644805311028,82.46716924591951,0.0,76.41633262622192,102.098789953894,281.3987038483334,445.3920712347509,269.75775043270136,335.23315764849946,415.8485813652383
48940,956800110,Villiers-le-Bel,H,716.9957847504854,662.2494459630576,753.3545850385467,543.539867282753,289.6845716472646,142.5401907896537,0.0,114.09197734357925,108.07443260909716,301.1651989808662,563.4588806804185,378.1477299319145,346.4695080350384,581.8683658930665
48941,956800111,Villiers-le-Bel,H,701.521970495991,406.848741462712,503.2770521157223,311.6420316011095,162.28674308088594,31.919856729325723,0.0,27.91967789423452,35.63682448061064,169.1841718835462,391.47460035414827,261.25622620251204,158.26754563904265,372.23537853566125
48942,956800112,Villiers-le-Bel,H,475.44215827825786,489.6605329135516,385.9739029064916,364.3452657274474,187.13081413538671,40.26433431669484,0.0,63.91399406849005,25.93617816545021,155.43019291256783,328.2009856270771,227.0375660718179,170.61013213385408,496.2458010203149
48943,956800113,Villiers-le-Bel,H,428.3372295618406,454.4202399776544,315.1294802879468,307.8434201650764,159.89142911496242,66.4865173356434,0.0,31.73746568591895,24.512366057770723,108.86891371578167,305.97429054981734,246.66818811331245,163.05563973303396,422.95422302564833
